X,Y,FID,FAC_NAME,NAME,ADDRESS,CITY_STATE_ZIP,CITY,STATE,ZIP,OPERATING_STATUS,MEDICARE,MEDICARE_ID,MEDICAID,MEDICAID_ID,CERTIFIED_TOTAL_BEDS,COUNTY,ADMIN,PHONE,EMERGENCY_CONTACT,EMERGENCY_PHONE,EMERGENCY_FAX,EMERGENCY_EMAIL,DATE_GEOCODED,SOURCE,GEO_TRACT,GEO_COUNTY,GEO_ZIP,FACTYPE,SYMBOL,Latitude,Longitude,TYPE
-11700072.4421,4838847.0706,50,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC (23P547),A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,9423 W 64TH AVENUE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms NICOLE SCHIAVONE,(303) 424-0523,Nicole Schiavone,(720) 628-9092,(866) 941-0523,nicole@awildflowerassistedliving.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010304,JEFFERSON,80004,Assisted Living Residence - Brain Injury,Assisted Living Residence/Nursing Home,39.81329,-105.103539,ALR/BISL
-11699711.4329,4838437.9649,51,COLORADO FOUNDATION FOR CONDUCTIVE EDUCATION (10G508),COLORADO FOUNDATION FOR CONDUCTIVE EDUCATION,6245 GARRISON STREET,"ARVADA, CO   80006",ARVADA,CO,80006,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms JENNIFER DOYLE,(970) 667-0348,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010304,JEFFERSON,80004,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.810467,-105.100296,HCBS-IDD
-11704319.7259,4838989.6747,52,NIGHTINGALE SUITES (2304F8),NIGHTINGALE SUITES,12825 W 65TH WAY,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/72,JEFFERSON,Ms KELLI MOSLEY,(303) 424-4411,,,(303) 424-1469,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009840,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.814274,-105.141693,ALRONLY
-11704298.4639,4838974.7475,53,NIGHTINGALE LANE (2304XO),NIGHTINGALE LANE,12805 W 65TH WAY,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/28,JEFFERSON,Ms KELLI MOSLEY,(303) 424-8777,Kelli Mosley,(720) 434-2832,(303) 424-9642,lanedir@springwoodretirement.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009840,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.814171,-105.141502,ALRONLY
-11698035.7406,4840649.4809,54,ARBOR VIEW (020414),ARBOR VIEW,7991 W 71ST AVE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,Y,065330,Y,5650080,120/120,JEFFERSON,Ms MEREDITH EDER,(303) 403-3100,Meredith Eder,(303) 888-4066,(303) 987-0434,sblack@vivage.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010211,JEFFERSON,80004,Nursing Home,Assisted Living Residence/Nursing Home,39.825726,-105.085243,SNF/NF
-11698049.3216,4840649.4809,55,ARBOR VIEW (230413),ARBOR VIEW,8001 W 71ST AVENUE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/36,JEFFERSON,Ms ANGELA HARRIS,(303) 403-3100,,,(303) 987-0424,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010211,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.825726,-105.085365,ALRONLY
-11698156.411,4838647.9501,56,MIRABELLA ASSISTED LIVING LTD (23R276),MIRABELLA ASSISTED LIVING LTD,8010 WEST 63RD AVENUE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/8,JEFFERSON,Ms SVETLANA IZMODENOVA,(303) 423-8154,,,(720) 519-0230,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010211,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.811916,-105.086327,ALRONLY
-11697887.1291,4839666.3471,57,TRELLIS (10F924),TRELLIS,6725 YARROW ST,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms JENNIFER JOHNSON,(720) 244-0206,JENNIFER JOHNSON,(720) 244-0206,,TRELLIS.JENNIFERJ@GMAIL.COM,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010211,JEFFERSON,80004,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.818943,-105.083908,HCBS-IDD
-11701502.5635,4838395.3597,58,ALLENDALE (050427),ALLENDALE,10949 W 62ND PL,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,8/8,JEFFERSON,Ms JEANNE TERRELL,(303) 423-7158,Administrator on Call,(303) 875-1238,(720) 898-0752,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010307,JEFFERSON,80004,Residential Care Facility for persons with developmental disabilities,Disability Care,39.810173,-105.116386,RCF-DD
-11701750.5834,4837773.9827,59,GREEN LAKEVIEW ADULT DAY CARE LLC (10D460),GREEN LAKEVIEW ADULT DAY CARE LLC,9999 W 60TH AVENUE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/0,JEFFERSON,Mr IVAN MUZYCHENKO,(303) 421-2914,,(303) 669-3553,(303) 421-2915,greenlakeviewadc@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010307,JEFFERSON,80004,Adult Day,Adult Day Care Facility,39.805885,-105.118614,ADAY
-11700784.1076,4837210.7483,60,WAYSIDE DAY SERVICES (10F817),WAYSIDE DAY SERVICES,10001 W 58TH AVE,"ARVADA, CO   80002",ARVADA,CO,80002,01-ACTIVE,N,,Y,80204279,0/0,JEFFERSON,Ms ELLEN MILTON,(303) 801-8213,Ellen Milton,,,saintln@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010307,JEFFERSON,80004,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.801998,-105.109932,HCBS-IDD
-11703396.5534,4838332.3218,61,FLYNN BEHAVIOR ASSOCIATES LLC (10Z405),FLYNN BEHAVIOR ASSOCIATES LLC,13185 W 62ND PLACE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms KATHERINE FLYNN,(303) 519-0493,,,(720) 707-1633,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010306,JEFFERSON,80004,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.809738,-105.1334,HCBS-IDD
-11703854.2991,4839094.1653,62,TEMENOS ASSISTED LIVING (23G499),TEMENOS ASSISTED LIVING,12363 W 65TH AVENUE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,Y,34530827,7/7,JEFFERSON,Ms VICTORINA SUPIT,(720) 429-2355,Victorina Supit,(720) 429-2355,(303) 993-6264,temenosarvada@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009841,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.814995,-105.137512,ALR/ACF
-11703179.9256,4838782.8705,63,RALSTON CREEK NEIGHBORHOOD (23Q656),RALSTON CREEK NEIGHBORHOOD,11825 WEST 64TH AVE,"ARVADA, CO   80004",ARVADA,CO,80004,01-ACTIVE,N,,N,,0/146,JEFFERSON,Ms MARY BESSON,(303) 284-7813,Mary Besson,(303) 284-7813,(303) 284-7803,mbesson@ralstoncreekneighborhood.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009841,JEFFERSON,80004,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.812847,-105.131454,ALRONLY
-11698678.722,4841099.5546,64,"GARDENS CARE HOMES LLC, THE - INDIAN TREE (2304F3)","GARDENS CARE HOMES LLC, THE - INDIAN TREE",7319 CARR STREET,"ARVADA, CO   80005",ARVADA,CO,80005,01-ACTIVE,N,,N,,0/16,JEFFERSON,Ms JENNIFER CONRAD,(303) 431-6027,,,(303) 431-6222,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010210,JEFFERSON,80005,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.828831,-105.091019,ALRONLY
-11698132.5886,4842385.2395,65,BROOKDALE ARVADA (23046M),BROOKDALE ARVADA,7720 ALLISON STREET,"ARVADA, CO   80005",ARVADA,CO,80005,01-ACTIVE,N,,N,,0/92,JEFFERSON,Ms SARA MITCHELL,(303) 423-8100,Christine Alvarez,(916) 202-9107,(303) 423-1849,calvarez17@brookdale.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010206,JEFFERSON,80005,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.8377,-105.086113,ALRONLY
-11700672.0088,4842985.8819,66,ARVADA DIALYSIS CENTER (1204IW),ARVADA DIALYSIS CENTER,9950 W 80TH AVE STE 25,"ARVADA, CO   80005",ARVADA,CO,80005,01-ACTIVE,Y,062521,Y,45706794,16/16,JEFFERSON,Ms SHANNON BARKER,(303) 456-9556,Alexander Werner,,(303) 456-8836,Alexander.Werner@davita.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010206,JEFFERSON,80005,End Stage Renal Disease Facility,End Stage Renal Disease,39.841843,-105.108925,ESRD
-11698895.2384,4841563.42,67,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC (23J158),A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8417 W 74TH PLACE,"ARVADA, CO   80005",ARVADA,CO,80005,01-ACTIVE,N,,N,,8/8,JEFFERSON,Ms NICOLE SCHIAVONE,(303) 456-7890,,,(866) 941-5820,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010206,JEFFERSON,80005,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.832031,-105.092964,ALR/ACF
-11698895.2384,4841563.42,68,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC (23Q655),A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8417 W 74TH PLACE,"ARVADA, CO   80005",ARVADA,CO,80005,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms NICOLE SCHIAVONE,(303) 456-7830,,,(303) 423-2980,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059010206,JEFFERSON,80005,Assisted Living Residence - Brain Injury,Assisted Living Residence/Nursing Home,39.832031,-105.092964,ALR/BISL
-11709629.5543,4840893.8662,69,SECREST HOUSE (06R672),SECREST HOUSE,7218 SECREST COURT,"ARVADA, CO   80003",ARVADA,CO,80003,01-ACTIVE,Y,06G090,N,,8/8,JEFFERSON,Ms DAWN JACOBS,(303) 463-2691,None,,(303) 463-2501,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009837,JEFFERSON,80007,Intermediate Care Facility For Intellectually Disabled,Disability Care,39.827412,-105.189392,ICF/IID
-11709029.9875,4841857.1159,70,CY-LES RANCH (10O236),CY-LES RANCH,7592 QUAKER STREET,"ARVADA, CO   80007",ARVADA,CO,80007,01-ACTIVE,N,,N,,0/0,JEFFERSON,Ms LESLIE POTTEBAUM,(303) 423-1338,Leslie Pottebaum,(303) 423-1338,,cy_lesranch@msn.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009837,JEFFERSON,80007,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.834057,-105.184006,HCBS-IDD
-11710596.9207,4838782.2908,71,MORNINGSTAR OF ARVADA (23T231),MORNINGSTAR OF ARVADA,17351 WEST 64TH AVE,"ARVADA, CO   80007",ARVADA,CO,80007,01-ACTIVE,N,,N,,0/90,JEFFERSON,Ms CHERYL DAVIS,(720) 907-9071,,,(720) 907-9079,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009837,JEFFERSON,80007,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.812843,-105.198082,ALRONLY
-11709520.0159,4841336.7031,72,"GARDENS CARE HOMES - QUAKER ACRES, THE (23X286)","GARDENS CARE HOMES - QUAKER ACRES, THE",16821 W 74TH AVE,"ARVADA, CO   80007",ARVADA,CO,80007,01-ACTIVE,N,,N,,0/8,JEFFERSON,Ms JENNIFER CONRAD,(303) 422-4446,,,(303) 423-8842,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08059009837,JEFFERSON,80007,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.830467,-105.188408,ALRONLY
-11674643.5081,4828269.1938,73,EXCELLENT PERSONAL HOME CARE (1004HF),EXCELLENT PERSONAL HOME CARE,9705 E COLFAX AVE,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,Y,69939021,0/0,ARAPAHOE,Ms MARIA LARES,(303) 343-3400,Maria Lares,(303) 343-3400,(303) 343-3800,morelares20@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001007801,ADAMS,80010,Home Health Agency - HCA license - personal care homemaker,Home Health,39.740261,-104.875107,HCA-PHS
-11675449.4612,4828396.1562,74,ASIAN PACIFIC CENTER FOR HUMAN DEVELOPMENT (150447),ASIAN PACIFIC CENTER FOR HUMAN DEVELOPMENT,1537 ALTON ST,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,Y,4001160,0/0,ADAMS,Dr. SUZANNE ERI ASANO,(303) 923-2920,Dr. S. Eri Asano,,(303) 923-2921,eriasano@apdc.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001007801,ADAMS,80010,Community Mental Health Clinic,Mental Health Facility,39.741138,-104.882347,CMHCC
-11674643.5081,4828269.1938,75,EXCELLENT PERSONAL HOME CARE (04U329),EXCELLENT PERSONAL HOME CARE,9705 E COLFAX AVE,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/0,ADAMS,Ms MARIA LARES,(303) 343-3400,,,(303) 343-3800,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001007801,ADAMS,80010,Home Care Agency - In-Home Support Services,Home Health,39.740261,-104.875107,HCA-IHSS
-11673221.7356,4829316.3563,76,TRUST AND DIGNITY HOME CARE AGENCY (04I584),TRUST AND DIGNITY HOME CARE AGENCY,2001 JAMAICA ST,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/0,ADAMS,Mr ARTHUR PORTER SR,(303) 360-9728,ARTHUR A PORTER SR,(303) 360-9728,(303) 360-5195,trustanddignityhomecare@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008000,ADAMS,80010,Home Health Agency - HCA license - personal care homemaker,Home Health,39.747494,-104.862335,HCA-PHS
-11673221.7356,4829316.3563,77,TRUST AND DIGNITY HOME CARE AGENCY (04T615),TRUST AND DIGNITY HOME CARE AGENCY,2001 JAMAICA STREET,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/0,ADAMS,Mr ARTHUR PORTER SR,(303) 360-9728,Donna Porter,(303) 360-9728,(303) 360-5195,trustanddignityhomecare@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008000,ADAMS,80010,Home Care Agency - In-Home Support Services,Home Health,39.747494,-104.862335,HCA-IHSS
-11672532.1113,4827084.7716,78,ESTHER HOUSE (10R995),ESTHER HOUSE,1051 LIMA ST,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,Y,49581783,0/0,ADAMS,Ms AICHA FOFANA,(720) 382-6775,Aicha Fofana,(720) 382-6775,,afofana3@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007400,ARAPAHOE,80010,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.732079,-104.85614,HCBS-IDD
-11675322.891,4828173.0682,79,BEELER STREET RTF (2304H4),BEELER STREET RTF,1455 BEELER STREET,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/15,ARAPAHOE,Ms LISA BARSKY,(303) 360-6014,,,(303) 504-7991,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007302,ARAPAHOE,80010,Assisted Living Residence - Mentally Ill,Assisted Living Residence/Nursing Home,39.739597,-104.88121,ALR/RTF
-11674000.5268,4825363.1082,80,LOWRY HILLS CARE AND REHABILITATION (020426),LOWRY HILLS CARE AND REHABILITATION,10201 E THIRD AVE,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,Y,065001,Y,5650841,108/108,ADAMS,Ms BETSY RIED,(303) 364-3364,Betsy Ried,(303) 594-6450,(303) 364-9225,Matt.nielsen@lowryhillscare.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007201,ARAPAHOE,80010,Nursing Home,Assisted Living Residence/Nursing Home,39.720184,-104.869331,SNF/NF
-11673874.847,4825873.2802,81,SUMMIT REHABILITATION AND CARE COMMUNITY (020407),SUMMIT REHABILITATION AND CARE COMMUNITY,500 GENEVA ST,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,Y,065176,Y,58606882,110/110,ARAPAHOE,Mr CHAD MCGLOTHLIN,(303) 364-9311,Chad McGlothlin,(720) 576-7974,(303) 367-4639,eschulte@vivage.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007201,ARAPAHOE,80010,Nursing Home,Assisted Living Residence/Nursing Home,39.723709,-104.868202,SNF/NF
-11674348.7341,4825865.0304,82,ANCHOR CONSULTATION AND CARE LLC (10K997),ANCHOR CONSULTATION AND CARE LLC,516 EMPIRE STREET,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/0,ADAMS,Ms NANCY GARCIA,(303) 378-6408,,,,nsg80010@msn.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007201,ARAPAHOE,80010,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.723652,-104.872459,HCBS-IDD
-11672327.3948,4825585.6992,83,MAGNOLIA PLACE ASSISTED LIVING (23T313),MAGNOLIA PLACE ASSISTED LIVING,394 NOME STREET,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,Y,30772249,9/9,ARAPAHOE,RONNIE LASUT,(720) 859-2792,Ronnie Lasut,(720) 951-0504,(720) 859-2792,magnoliaplace.aurora@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.721722,-104.854301,ALR/ACF
-11673619.2575,4824742.6875,84,HOPES INC (10V343),HOPES INC,50 S HAVANA ST #504,"AURORA, CO   80012",AURORA,CO,80012,01-ACTIVE,N,,Y,12484059,0/0,ARAPAHOE,Ms SHAUNA CARTER,(303) 344-3364,Shauna Carter,(720) 309-7009,(303) 344-8836,hopesgrantsinc@hotmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Home Health Agency - HCA license - personal care homemaker,Home Health,39.715897,-104.865906,HCA-PHS
-11671887.7941,4825901.6479,85,SEVA ASSISTED LIVING LLC (23D453),SEVA ASSISTED LIVING LLC,21 DELMAR CIRCLE,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,0/10,ARAPAHOE,Ms NEERU KHATTER,(303) 340-5753,Neeru Khatter,(720) 352-5529,(303) 340-0499,sevaassistedliving@hotmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.723905,-104.850352,ALRONLY
-11673452.7235,4825432.7217,86,"ALLIES, LLC (10F745)","ALLIES, LLC","300 SOUTH JAMAICA COURT, SUITE 200","AURORA, CO   80014",AURORA,CO,80014,01-ACTIVE,N,,Y,1637231,0/0,ARAPAHOE,Ms MARCELLA DAVOLL,(303) 750-5007,Marcella Davoll,(303) 988-8223,(303) 750-5009,mdavoll@alliesnj.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.720665,-104.86441,HCBS-IDD
-11673618.3669,4824820.4008,87,MIDTOWN EXPRESS TRANSPORTATION SERVICES INC. (10N753),MIDTOWN EXPRESS TRANSPORTATION SERVICES INC.,20 S. HAVANA STREET #202,"AURORA, CO   80012",AURORA,CO,80012,01-ACTIVE,N,,Y,53001061,0/0,ARAPAHOE,ALEX GABBANO,(303) 282-8085,Alex Gabbano,(303) 282-8085,,midtownexpress@aol.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.716434,-104.865898,HCBS-IDD
-11672872.749,4825893.6876,88,YOUR FAMILY HOME CARE LLC (04Y774),YOUR FAMILY HOME CARE LLC,570 LANSING ST,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,N,,N,,0/0,ADAMS,VINH PHAM,(720) 226-2311,,,(720) 216-1571,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005007703,ARAPAHOE,80010,Home Health Agency - HCA license - personal care homemaker,Home Health,39.72385,-104.8592,HCA-PHS
-11668040.1473,4828986.5454,89,ELLIN MRACHEK HOUSE (05B951),ELLIN MRACHEK HOUSE,14801 E 18TH PLACE,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,8/8,ADAMS,Ms KELLY HENRY-PHILLIPS,(303) 364-6704,Randy Stith,(303) 617-2725,(303) 617-2734,randystith@aumhc.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008308,ADAMS,80011,Residential Care Facility for persons with developmental disabilities,Disability Care,39.745216,-104.815788,RCF-DD
-11667788.7878,4829306.9454,90,GRACE ASSISTED LIVING LLC (23R280),GRACE ASSISTED LIVING LLC,15011 E MONTVIEW BLVD,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,8/8,ADAMS,Mr AARON RICHARDSON,(303) 367-0632,,,(303) 341-8078,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008308,ADAMS,80011,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.747429,-104.81353,ALR/ACF
-11663132.0709,4829027.5178,91,RESIDENTIAL CARE SERVICES (10D184),RESIDENTIAL CARE SERVICES,18590 E 19TH AVE SUITE 200,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,0/0,ADAMS,Ms MICHELLE LEE,(720) 343-2350,Michelle Lee,(720) 343-2350,,MLEE@RCSCOLORADO.COM,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008353,ADAMS,80011,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.745499,-104.771698,HCBS-IDD
-11663132.0709,4829027.5178,92,RESIDENTIAL CARE SERVICES (04V250),RESIDENTIAL CARE SERVICES,18590 E 19TH AVE STE 200,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,0/0,ADAMS,Ms MICHELLE LEE,(720) 343-2350,,,(866) 872-8012,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008353,ADAMS,80011,Home Health Agency - HCA license - personal care homemaker,Home Health,39.745499,-104.771698,HCA-PHS
-11671496.8401,4831650.1014,93,MCPN - North Aurora Family Health Services (COHIX6),M C P N - NORTH AURORA FAMILY HEALTH SERVICES,3292 PEORIA STREET,"AURORA, CO   80010",AURORA,CO,80010,01-ACTIVE,Y,061834,N,,0/0,ADAMS,Ms ZANDA GATEWOOD,(303) 360-6276,,,(303) 343-2831,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008200,ADAMS,80011,Federally Qualified Health Center,FQHC,39.763611,-104.84684,FQHC
-11668434.2183,4826347.0036,94,UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY (020447),UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY,656 DILLON WAY,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,Y,065337,Y,5652953,92/92,ADAMS,Mr MATTHEW NIELSEN,(303) 344-0636,Matt Nielsen,(720) 376-0361,(303) 344-0636,Chastity.Kiefer@genesishcc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005081800,ARAPAHOE,80011,Nursing Home,Assisted Living Residence/Nursing Home,39.726982,-104.819328,S/NF DP
-11667435.4598,4826412.1369,95,"Metro Community Provider Network, Inc. (CO061929)",M C P N - CHAMBERS CLINIC AT AUMHC,791 CHAMBERS ROAD,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,Y,061929,N,,0/0,ADAMS,,(303) 761-1977,,,,dave.myers@mcpn.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005081800,ARAPAHOE,80011,Federally Qualified Health Center,FQHC,39.727432,-104.810356,FQHC
-11668407.9469,4827249.21,96,MY HOME CARE ASSISTED LIVING INC (23L581),MY HOME CARE ASSISTED LIVING  INC,14522 E 12TH AVE,"AURORA, CO   80011",AURORA,CO,80011,01-ACTIVE,N,,N,,10/10,ADAMS,Mr ROJAI ELSELL,(303) 810-8197,,,(303) 810-8197,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08005081800,ARAPAHOE,80011,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.733215,-104.819092,ALR/ACF
