OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
687,08035014123,81.4 Years (95% C.I. 77.8 - 85 Years),DOUGLAS,"Census Tract 141.23, Douglas County, Colorado",81.4,1.81,77.8,85,80.5
688,08035014504,79.7 Years (95% C.I. 76.7 - 82.7 Years),DOUGLAS,"Census Tract 145.04, Douglas County, Colorado",79.7,1.55,76.7,82.7,80.5
689,08035013908,82 Years (95% C.I. 78.4 - 85.6 Years),DOUGLAS,"Census Tract 139.08, Douglas County, Colorado",82,1.81,78.4,85.6,80.5
690,08035013907,83.9 Years (95% C.I. 78.2 - 89.6 Years),DOUGLAS,"Census Tract 139.07, Douglas County, Colorado",83.9,2.92,78.2,89.6,80.5
691,08035013905,78.4 Years (95% C.I. 75.4 - 81.4 Years),DOUGLAS,"Census Tract 139.05, Douglas County, Colorado",78.4,1.54,75.4,81.4,80.5
692,08035013904,79.8 Years (95% C.I. 77.3 - 82.3 Years),DOUGLAS,"Census Tract 139.04, Douglas County, Colorado",79.8,1.29,77.3,82.3,80.5
693,08035014001,81.4 Years (95% C.I. 77.4 - 85.4 Years),DOUGLAS,"Census Tract 140.01, Douglas County, Colorado",81.4,2.05,77.4,85.4,80.5
694,08035014115,83.7 Years (95% C.I. 77.9 - 89.5 Years),DOUGLAS,"Census Tract 141.15, Douglas County, Colorado",83.7,2.95,77.9,89.5,80.5
695,08035014114,78.8 Years (95% C.I. 75.6 - 82 Years),DOUGLAS,"Census Tract 141.14, Douglas County, Colorado",78.8,1.63,75.6,82,80.5
696,08035014113,81.5 Years (95% C.I. 78.5 - 84.5 Years),DOUGLAS,"Census Tract 141.13, Douglas County, Colorado",81.5,1.54,78.5,84.5,80.5
697,08009964600,83.9 Years (95% C.I. 78.5 - 89.3 Years),BACA,"Census Tract 9646, Baca County, Colorado",83.9,2.73,78.5,89.3,80.5
698,08009964700,76.1 Years (95% C.I. 73.3 - 78.9 Years),BACA,"Census Tract 9647, Baca County, Colorado",76.1,1.42,73.3,78.9,80.5
699,08019014700,84.4 Years (95% C.I. 76.6 - 92.2 Years),CLEAR CREEK,"Census Tract 147, Clear Creek County, Colorado",84.4,3.98,76.6,92.2,80.5
700,08019014800,83.9 Years (95% C.I. 77.8 - 90 Years),CLEAR CREEK,"Census Tract 148, Clear Creek County, Colorado",83.9,3.13,77.8,90,80.5
701,08119010201,78.7 Years (95% C.I. 75.4 - 82 Years),TELLER,"Census Tract 102.01, Teller County, Colorado",78.7,1.68,75.4,82,80.5
702,08119010105,82.5 Years (95% C.I. 74.7 - 90.3 Years),TELLER,"Census Tract 101.05, Teller County, Colorado",82.5,3.99,74.7,90.3,80.5
703,08119010104,77.7 Years (95% C.I. 73.6 - 81.8 Years),TELLER,"Census Tract 101.04, Teller County, Colorado",77.7,2.1,73.6,81.8,80.5
704,08119010103,79 Years (95% C.I. 76.8 - 81.2 Years),TELLER,"Census Tract 101.03, Teller County, Colorado",79,1.13,76.8,81.2,80.5
705,08119010106,84 Years (95% C.I. 76.7 - 91.3 Years),TELLER,"Census Tract 101.06, Teller County, Colorado",84,3.71,76.7,91.3,80.5
706,08061960100,78.2 Years (95% C.I. 76.5 - 79.9 Years),KIOWA,"Census Tract 9601, Kiowa County, Colorado",78.2,0.89,76.5,79.9,80.5
707,08031006804,81.8 Years (95% C.I. 74.8 - 88.8 Years),DENVER,"Census Tract 68.04, Denver County, Colorado",81.8,3.56,74.8,88.8,80.5
708,08031006701,82.4 Years (95% C.I. 74.7 - 90.1 Years),DENVER,"Census Tract 67.01, Denver County, Colorado",82.4,3.93,74.7,90.1,80.5
709,08031006809,81.3 Years (95% C.I. 78.3 - 84.3 Years),DENVER,"Census Tract 68.09, Denver County, Colorado",81.3,1.55,78.3,84.3,80.5
710,08031006812,82.6 Years (95% C.I. 80.1 - 85.1 Years),DENVER,"Census Tract 68.12, Denver County, Colorado",82.6,1.28,80.1,85.1,80.5
711,08031004004,84.5 Years (95% C.I. 81 - 88 Years),DENVER,"Census Tract 40.04, Denver County, Colorado",84.5,1.78,81,88,80.5
712,08031004003,79.8 Years (95% C.I. 76.9 - 82.7 Years),DENVER,"Census Tract 40.03, Denver County, Colorado",79.8,1.47,76.9,82.7,80.5
713,08031006901,73.8 Years (95% C.I. 71.4 - 76.2 Years),DENVER,"Census Tract 69.01, Denver County, Colorado",73.8,1.25,71.4,76.2,80.5
714,08031002901,83.7 Years (95% C.I. 76.1 - 91.3 Years),DENVER,"Census Tract 29.01, Denver County, Colorado",83.7,3.87,76.1,91.3,80.5
715,08031002802,77.1 Years (95% C.I. 71.5 - 82.7 Years),DENVER,"Census Tract 28.02, Denver County, Colorado",77.1,2.85,71.5,82.7,80.5
716,08031002801,81.5 Years (95% C.I. 78 - 85 Years),DENVER,"Census Tract 28.01, Denver County, Colorado",81.5,1.79,78,85,80.5
717,08031005503,76.4 Years (95% C.I. 74.1 - 78.7 Years),DENVER,"Census Tract 55.03, Denver County, Colorado",76.4,1.17,74.1,78.7,80.5
718,08031005502,79.1 Years (95% C.I. 76.3 - 81.9 Years),DENVER,"Census Tract 55.02, Denver County, Colorado",79.1,1.4,76.3,81.9,80.5
719,08031007013,79.2 Years (95% C.I. 76.7 - 81.7 Years),DENVER,"Census Tract 70.13, Denver County, Colorado",79.2,1.27,76.7,81.7,80.5
720,08031005002,80 Years (95% C.I. 77.4 - 82.6 Years),DENVER,"Census Tract 50.02, Denver County, Colorado",80,1.31,77.4,82.6,80.5
721,08031005001,75.2 Years (95% C.I. 72 - 78.4 Years),DENVER,"Census Tract 50.01, Denver County, Colorado",75.2,1.63,72,78.4,80.5
722,08031005102,77.5 Years (95% C.I. 74.4 - 80.6 Years),DENVER,"Census Tract 51.02, Denver County, Colorado",77.5,1.57,74.4,80.6,80.5
723,08031005300,74.7 Years (95% C.I. 67.7 - 81.7 Years),DENVER,"Census Tract 53, Denver County, Colorado",74.7,3.59,67.7,81.7,80.5
724,08031004801,79.4 Years (95% C.I. 76.7 - 82.1 Years),DENVER,"Census Tract 48.01, Denver County, Colorado",79.4,1.39,76.7,82.1,80.5
725,08031001402,77.4 Years (95% C.I. 75 - 79.8 Years),DENVER,"Census Tract 14.02, Denver County, Colorado",77.4,1.24,75,79.8,80.5
726,08031001401,77.2 Years (95% C.I. 74.2 - 80.2 Years),DENVER,"Census Tract 14.01, Denver County, Colorado",77.2,1.52,74.2,80.2,80.5
727,08031001302,78.7 Years (95% C.I. 73.9 - 83.5 Years),DENVER,"Census Tract 13.02, Denver County, Colorado",78.7,2.44,73.9,83.5,80.5
728,08031001301,80.1 Years (95% C.I. 75.9 - 84.3 Years),DENVER,"Census Tract 13.01, Denver County, Colorado",80.1,2.13,75.9,84.3,80.5
729,08031005104,71.7 Years (95% C.I. 69.1 - 74.3 Years),DENVER,"Census Tract 51.04, Denver County, Colorado",71.7,1.34,69.1,74.3,80.5
730,08031004303,85.9 Years (95% C.I. 82.1 - 89.7 Years),DENVER,"Census Tract 43.03, Denver County, Colorado",85.9,1.94,82.1,89.7,80.5
731,08031004002,83.5 Years (95% C.I. 80.6 - 86.4 Years),DENVER,"Census Tract 40.02, Denver County, Colorado",83.5,1.5,80.6,86.4,80.5
732,08031004005,75.9 Years (95% C.I. 71.8 - 80 Years),DENVER,"Census Tract 40.05, Denver County, Colorado",75.9,2.11,71.8,80,80.5
733,08031003902,84.1 Years (95% C.I. 80.8 - 87.4 Years),DENVER,"Census Tract 39.02, Denver County, Colorado",84.1,1.68,80.8,87.4,80.5
734,08031003004,83.8 Years (95% C.I. 78.8 - 88.8 Years),DENVER,"Census Tract 30.04, Denver County, Colorado",83.8,2.57,78.8,88.8,80.5
735,08031004603,78.3 Years (95% C.I. 75.1 - 81.5 Years),DENVER,"Census Tract 46.03, Denver County, Colorado",78.3,1.63,75.1,81.5,80.5
736,08031004601,78.4 Years (95% C.I. 75.2 - 81.6 Years),DENVER,"Census Tract 46.01, Denver County, Colorado",78.4,1.61,75.2,81.6,80.5
737,08031000903,77.5 Years (95% C.I. 74 - 81 Years),DENVER,"Census Tract 9.03, Denver County, Colorado",77.5,1.77,74,81,80.5
738,08031006810,83.1 Years (95% C.I. 79.1 - 87.1 Years),DENVER,"Census Tract 68.10, Denver County, Colorado",83.1,2.06,79.1,87.1,80.5
739,08031012001,81.3 Years (95% C.I. 78.2 - 84.4 Years),DENVER,"Census Tract 120.01, Denver County, Colorado",81.3,1.56,78.2,84.4,80.5
740,08031012010,83.5 Years (95% C.I. 78.8 - 88.2 Years),DENVER,"Census Tract 120.10, Denver County, Colorado",83.5,2.41,78.8,88.2,80.5
741,08031012014,79.8 Years (95% C.I. 76.6 - 83 Years),DENVER,"Census Tract 120.14, Denver County, Colorado",79.8,1.65,76.6,83,80.5
742,08031004700,78.4 Years (95% C.I. 75.2 - 81.6 Years),DENVER,"Census Tract 47, Denver County, Colorado",78.4,1.63,75.2,81.6,80.5
743,08031001000,72.2 Years (95% C.I. 68.6 - 75.8 Years),DENVER,"Census Tract 10, Denver County, Colorado",72.2,1.84,68.6,75.8,80.5
744,08031011903,84.3 Years (95% C.I. 79.6 - 89 Years),DENVER,"Census Tract 119.03, Denver County, Colorado",84.3,2.42,79.6,89,80.5
745,08031004404,77.6 Years (95% C.I. 72.5 - 82.7 Years),DENVER,"Census Tract 44.04, Denver County, Colorado",77.6,2.59,72.5,82.7,80.5
746,08031004403,76.1 Years (95% C.I. 71.1 - 81.1 Years),DENVER,"Census Tract 44.03, Denver County, Colorado",76.1,2.54,71.1,81.1,80.5
747,08031004304,81.6 Years (95% C.I. 77.8 - 85.4 Years),DENVER,"Census Tract 43.04, Denver County, Colorado",81.6,1.92,77.8,85.4,80.5
748,08031004302,82.7 Years (95% C.I. 77.9 - 87.5 Years),DENVER,"Census Tract 43.02, Denver County, Colorado",82.7,2.43,77.9,87.5,80.5
749,08031004202,82.1 Years (95% C.I. 78.5 - 85.7 Years),DENVER,"Census Tract 42.02, Denver County, Colorado",82.1,1.84,78.5,85.7,80.5
750,08031004104,77 Years (95% C.I. 73.3 - 80.7 Years),DENVER,"Census Tract 41.04, Denver County, Colorado",77,1.89,73.3,80.7,80.5
751,08031004301,76.9 Years (95% C.I. 73.8 - 80 Years),DENVER,"Census Tract 43.01, Denver County, Colorado",76.9,1.59,73.8,80,80.5
752,08031004201,82 Years (95% C.I. 77.4 - 86.6 Years),DENVER,"Census Tract 42.01, Denver County, Colorado",82,2.36,77.4,86.6,80.5
753,08031003703,78.4 Years (95% C.I. 73 - 83.8 Years),DENVER,"Census Tract 37.03, Denver County, Colorado",78.4,2.75,73,83.8,80.5
754,08031003300,80.8 Years (95% C.I. 77 - 84.6 Years),DENVER,"Census Tract 33, Denver County, Colorado",80.8,1.94,77,84.6,80.5
755,08031004103,80.5 Years (95% C.I. 76.6 - 84.4 Years),DENVER,"Census Tract 41.03, Denver County, Colorado",80.5,1.97,76.6,84.4,80.5
756,08031003003,81.2 Years (95% C.I. 74.5 - 87.9 Years),DENVER,"Census Tract 30.03, Denver County, Colorado",81.2,3.43,74.5,87.9,80.5
757,08031004102,77.1 Years (95% C.I. 73.1 - 81.1 Years),DENVER,"Census Tract 41.02, Denver County, Colorado",77.1,2.05,73.1,81.1,80.5
758,08031004101,76.4 Years (95% C.I. 73.9 - 78.9 Years),DENVER,"Census Tract 41.01, Denver County, Colorado",76.4,1.26,73.9,78.9,80.5
759,08031003202,77.4 Years (95% C.I. 74.4 - 80.4 Years),DENVER,"Census Tract 32.02, Denver County, Colorado",77.4,1.55,74.4,80.4,80.5
760,08031003901,83.3 Years (95% C.I. 79.6 - 87 Years),DENVER,"Census Tract 39.01, Denver County, Colorado",83.3,1.87,79.6,87,80.5
761,08031003800,82.3 Years (95% C.I. 79.6 - 85 Years),DENVER,"Census Tract 38, Denver County, Colorado",82.3,1.36,79.6,85,80.5
762,08031003402,83.9 Years (95% C.I. 80.8 - 87 Years),DENVER,"Census Tract 34.02, Denver County, Colorado",83.9,1.6,80.8,87,80.5
763,08031003401,85.6 Years (95% C.I. 80.2 - 91 Years),DENVER,"Census Tract 34.01, Denver County, Colorado",85.6,2.78,80.2,91,80.5
764,08031002902,83.5 Years (95% C.I. 77.3 - 89.7 Years),DENVER,"Census Tract 29.02, Denver County, Colorado",83.5,3.15,77.3,89.7,80.5
765,08031003701,73.9 Years (95% C.I. 70.8 - 77 Years),DENVER,"Census Tract 37.01, Denver County, Colorado",73.9,1.56,70.8,77,80.5
766,08031003201,79.6 Years (95% C.I. 73.9 - 85.3 Years),DENVER,"Census Tract 32.01, Denver County, Colorado",79.6,2.92,73.9,85.3,80.5
767,08031002703,70.5 Years (95% C.I. 65.6 - 75.4 Years),DENVER,"Census Tract 27.03, Denver County, Colorado",70.5,2.48,65.6,75.4,80.5
768,08031003102,80 Years (95% C.I. 76.9 - 83.1 Years),DENVER,"Census Tract 31.02, Denver County, Colorado",80,1.59,76.9,83.1,80.5
769,08031003101,70.9 Years (95% C.I. 65.3 - 76.5 Years),DENVER,"Census Tract 31.01, Denver County, Colorado",70.9,2.86,65.3,76.5,80.5
770,08031002402,70.3 Years (95% C.I. 66.3 - 74.3 Years),DENVER,"Census Tract 24.02, Denver County, Colorado",70.3,2.05,66.3,74.3,80.5
771,08031002602,71.4 Years (95% C.I. 65.5 - 77.3 Years),DENVER,"Census Tract 26.02, Denver County, Colorado",71.4,3.01,65.5,77.3,80.5
772,08031003603,74.1 Years (95% C.I. 70.2 - 78 Years),DENVER,"Census Tract 36.03, Denver County, Colorado",74.1,1.99,70.2,78,80.5
773,08031003002,78 Years (95% C.I. 74.5 - 81.5 Years),DENVER,"Census Tract 30.02, Denver County, Colorado",78,1.81,74.5,81.5,80.5
774,08031003500,76.2 Years (95% C.I. 72.6 - 79.8 Years),DENVER,"Census Tract 35, Denver County, Colorado",76.2,1.82,72.6,79.8,80.5
775,08031003602,77.1 Years (95% C.I. 74 - 80.2 Years),DENVER,"Census Tract 36.02, Denver County, Colorado",77.1,1.56,74,80.2,80.5
776,08031002300,74.8 Years (95% C.I. 71 - 78.6 Years),DENVER,"Census Tract 23, Denver County, Colorado",74.8,1.95,71,78.6,80.5
777,08031003601,75.1 Years (95% C.I. 71 - 79.2 Years),DENVER,"Census Tract 36.01, Denver County, Colorado",75.1,2.09,71,79.2,80.5
778,08031002702,75.6 Years (95% C.I. 72.8 - 78.4 Years),DENVER,"Census Tract 27.02, Denver County, Colorado",75.6,1.45,72.8,78.4,80.5
779,08031002601,78.6 Years (95% C.I. 73.5 - 83.7 Years),DENVER,"Census Tract 26.01, Denver County, Colorado",78.6,2.59,73.5,83.7,80.5
780,08031002403,81 Years (95% C.I. 76.3 - 85.7 Years),DENVER,"Census Tract 24.03, Denver County, Colorado",81,2.41,76.3,85.7,80.5
781,08031001800,74.2 Years (95% C.I. 69.8 - 78.6 Years),DENVER,"Census Tract 18, Denver County, Colorado",74.2,2.23,69.8,78.6,80.5
782,08031001701,78.9 Years (95% C.I. 76.1 - 81.7 Years),DENVER,"Census Tract 17.01, Denver County, Colorado",78.9,1.41,76.1,81.7,80.5
783,08031001600,74.5 Years (95% C.I. 68.6 - 80.4 Years),DENVER,"Census Tract 16, Denver County, Colorado",74.5,3.02,68.6,80.4,80.5
784,08031008306,80.4 Years (95% C.I. 76.2 - 84.6 Years),DENVER,"Census Tract 83.06, Denver County, Colorado",80.4,2.15,76.2,84.6,80.5
785,08031001500,72.8 Years (95% C.I. 68.9 - 76.7 Years),DENVER,"Census Tract 15, Denver County, Colorado",72.8,1.97,68.9,76.7,80.5
786,08031001101,74.5 Years (95% C.I. 71.4 - 77.6 Years),DENVER,"Census Tract 11.01, Denver County, Colorado",74.5,1.56,71.4,77.6,80.5
787,08031000402,74.6 Years (95% C.I. 71.3 - 77.9 Years),DENVER,"Census Tract 4.02, Denver County, Colorado",74.6,1.68,71.3,77.9,80.5
788,08031000401,77.7 Years (95% C.I. 73.8 - 81.6 Years),DENVER,"Census Tract 4.01, Denver County, Colorado",77.7,1.98,73.8,81.6,80.5
789,08031000800,75 Years (95% C.I. 68.9 - 81.1 Years),DENVER,"Census Tract 8, Denver County, Colorado",75,3.12,68.9,81.1,80.5
790,08031000701,76.3 Years (95% C.I. 72.7 - 79.9 Years),DENVER,"Census Tract 7.01, Denver County, Colorado",76.3,1.82,72.7,79.9,80.5
791,08031000502,78.5 Years (95% C.I. 75.3 - 81.7 Years),DENVER,"Census Tract 5.02, Denver County, Colorado",78.5,1.65,75.3,81.7,80.5
792,08031000303,78.3 Years (95% C.I. 76.1 - 80.5 Years),DENVER,"Census Tract 3.03, Denver County, Colorado",78.3,1.12,76.1,80.5,80.5
793,08031015500,73.6 Years (95% C.I. 68.3 - 78.9 Years),DENVER,"Census Tract 155, Denver County, Colorado",73.6,2.72,68.3,78.9,80.5
794,08031000501,79.4 Years (95% C.I. 76.6 - 82.2 Years),DENVER,"Census Tract 5.01, Denver County, Colorado",79.4,1.42,76.6,82.2,80.5
795,08031000302,80.3 Years (95% C.I. 75.6 - 85 Years),DENVER,"Census Tract 3.02, Denver County, Colorado",80.3,2.39,75.6,85,80.5
796,08031000202,74.7 Years (95% C.I. 72.3 - 77.1 Years),DENVER,"Census Tract 2.02, Denver County, Colorado",74.7,1.21,72.3,77.1,80.5
797,08031000102,78.5 Years (95% C.I. 74.6 - 82.4 Years),DENVER,"Census Tract 1.02, Denver County, Colorado",78.5,1.97,74.6,82.4,80.5
798,08031000201,80.5 Years (95% C.I. 76.8 - 84.2 Years),DENVER,"Census Tract 2.01, Denver County, Colorado",80.5,1.89,76.8,84.2,80.5
799,08031004405,79.4 Years (95% C.I. 76.4 - 82.4 Years),DENVER,"Census Tract 44.05, Denver County, Colorado",79.4,1.51,76.4,82.4,80.5
800,08031004106,81.3 Years (95% C.I. 74.6 - 88 Years),DENVER,"Census Tract 41.06, Denver County, Colorado",81.3,3.41,74.6,88,80.5
801,08031015600,74.9 Years (95% C.I. 71.6 - 78.2 Years),DENVER,"Census Tract 156, Denver County, Colorado",74.9,1.66,71.6,78.2,80.5
802,08031015400,77.4 Years (95% C.I. 73.5 - 81.3 Years),DENVER,"Census Tract 154, Denver County, Colorado",77.4,2,73.5,81.3,80.5
803,08031008390,77.9 Years (95% C.I. 73.4 - 82.4 Years),DENVER,"Census Tract 83.90, Denver County, Colorado",77.9,2.31,73.4,82.4,80.5
804,08031008391,79.6 Years (95% C.I. 74.4 - 84.8 Years),DENVER,"Census Tract 83.91, Denver County, Colorado",79.6,2.64,74.4,84.8,80.5
805,08031000301,79.8 Years (95% C.I. 76.3 - 83.3 Years),DENVER,"Census Tract 3.01, Denver County, Colorado",79.8,1.79,76.3,83.3,80.5
806,08031000905,78.5 Years (95% C.I. 72.9 - 84.1 Years),DENVER,"Census Tract 9.05, Denver County, Colorado",78.5,2.87,72.9,84.1,80.5
807,08031000702,75.9 Years (95% C.I. 70.8 - 81 Years),DENVER,"Census Tract 7.02, Denver County, Colorado",75.9,2.59,70.8,81,80.5
808,08031008389,80.4 Years (95% C.I. 76.1 - 84.7 Years),DENVER,"Census Tract 83.89, Denver County, Colorado",80.4,2.2,76.1,84.7,80.5
809,08031008386,76.2 Years (95% C.I. 71 - 81.4 Years),DENVER,"Census Tract 83.86, Denver County, Colorado",76.2,2.63,71,81.4,80.5
810,08031015300,82.5 Years (95% C.I. 78 - 87 Years),DENVER,"Census Tract 153, Denver County, Colorado",82.5,2.28,78,87,80.5
811,08031004306,84.2 Years (95% C.I. 81.2 - 87.2 Years),DENVER,"Census Tract 43.06, Denver County, Colorado",84.2,1.53,81.2,87.2,80.5
812,08031004107,81.3 Years (95% C.I. 77 - 85.6 Years),DENVER,"Census Tract 41.07, Denver County, Colorado",81.3,2.17,77,85.6,80.5
813,08031001102,78 Years (95% C.I. 73.9 - 82.1 Years),DENVER,"Census Tract 11.02, Denver County, Colorado",78,2.09,73.9,82.1,80.5
814,08031000600,80.9 Years (95% C.I. 76.1 - 85.7 Years),DENVER,"Census Tract 6, Denver County, Colorado",80.9,2.45,76.1,85.7,80.5
815,08031004602,73.7 Years (95% C.I. 71.2 - 76.2 Years),DENVER,"Census Tract 46.02, Denver County, Colorado",73.7,1.29,71.2,76.2,80.5
816,08031001702,76 Years (95% C.I. 71.1 - 80.9 Years),DENVER,"Census Tract 17.02, Denver County, Colorado",76,2.5,71.1,80.9,80.5
817,08031008387,76.8 Years (95% C.I. 74 - 79.6 Years),DENVER,"Census Tract 83.87, Denver County, Colorado",76.8,1.44,74,79.6,80.5
818,08031008312,80.6 Years (95% C.I. 74.9 - 86.3 Years),DENVER,"Census Tract 83.12, Denver County, Colorado",80.6,2.93,74.9,86.3,80.5
819,08031015700,73.8 Years (95% C.I. 71.2 - 76.4 Years),DENVER,"Census Tract 157, Denver County, Colorado",73.8,1.34,71.2,76.4,80.5
820,08031004506,76.6 Years (95% C.I. 73.3 - 79.9 Years),DENVER,"Census Tract 45.06, Denver County, Colorado",76.6,1.67,73.3,79.9,80.5
821,08031011902,78.8 Years (95% C.I. 75.6 - 82 Years),DENVER,"Census Tract 119.02, Denver County, Colorado",78.8,1.65,75.6,82,80.5
822,08031005200,83 Years (95% C.I. 79 - 87 Years),DENVER,"Census Tract 52, Denver County, Colorado",83,2.02,79,87,80.5
823,08031002100,80.9 Years (95% C.I. 74.5 - 87.3 Years),DENVER,"Census Tract 21, Denver County, Colorado",80.9,3.28,74.5,87.3,80.5
824,08031000902,79.5 Years (95% C.I. 75.4 - 83.6 Years),DENVER,"Census Tract 9.02, Denver County, Colorado",79.5,2.07,75.4,83.6,80.5
825,08031000904,76.2 Years (95% C.I. 74.1 - 78.3 Years),DENVER,"Census Tract 9.04, Denver County, Colorado",76.2,1.07,74.1,78.3,80.5
826,08031008304,77.2 Years (95% C.I. 73.6 - 80.8 Years),DENVER,"Census Tract 83.04, Denver County, Colorado",77.2,1.84,73.6,80.8,80.5
827,08031004505,77.9 Years (95% C.I. 70.8 - 85 Years),DENVER,"Census Tract 45.05, Denver County, Colorado",77.9,3.61,70.8,85,80.5
828,08031004504,75.2 Years (95% C.I. 72.2 - 78.2 Years),DENVER,"Census Tract 45.04, Denver County, Colorado",75.2,1.53,72.2,78.2,80.5
829,08031004503,71.7 Years (95% C.I. 68.4 - 75 Years),DENVER,"Census Tract 45.03, Denver County, Colorado",71.7,1.7,68.4,75,80.5
830,08031004006,83.9 Years (95% C.I. 79.3 - 88.5 Years),DENVER,"Census Tract 40.06, Denver County, Colorado",83.9,2.37,79.3,88.5,80.5
831,08031003001,84.4 Years (95% C.I. 78.7 - 90.1 Years),DENVER,"Census Tract 30.01, Denver County, Colorado",84.4,2.93,78.7,90.1,80.5
832,08031001403,79.1 Years (95% C.I. 73.3 - 84.9 Years),DENVER,"Census Tract 14.03, Denver County, Colorado",79.1,2.97,73.3,84.9,80.5
833,08031006813,78.1 Years (95% C.I. 75.3 - 80.9 Years),DENVER,"Census Tract 68.13, Denver County, Colorado",78.1,1.44,75.3,80.9,80.5
834,08031006811,80.7 Years (95% C.I. 78 - 83.4 Years),DENVER,"Census Tract 68.11, Denver County, Colorado",80.7,1.37,78,83.4,80.5
835,08031007037,76.8 Years (95% C.I. 71.6 - 82 Years),DENVER,"Census Tract 70.37, Denver County, Colorado",76.8,2.66,71.6,82,80.5
836,08031007088,77.6 Years (95% C.I. 74.3 - 80.9 Years),DENVER,"Census Tract 70.88, Denver County, Colorado",77.6,1.69,74.3,80.9,80.5
837,08005081800,75.9 Years (95% C.I. 73.8 - 78 Years),ARAPAHOE,"Census Tract 818, Arapahoe County, Colorado",75.9,1.08,73.8,78,80.5
838,08005007500,78.2 Years (95% C.I. 74.4 - 82 Years),ARAPAHOE,"Census Tract 75, Arapahoe County, Colorado",78.2,1.94,74.4,82,80.5
839,08005082300,76.7 Years (95% C.I. 72 - 81.4 Years),ARAPAHOE,"Census Tract 823, Arapahoe County, Colorado",76.7,2.41,72,81.4,80.5
840,08005081600,77.7 Years (95% C.I. 74.9 - 80.5 Years),ARAPAHOE,"Census Tract 816, Arapahoe County, Colorado",77.7,1.4,74.9,80.5,80.5
841,08005080700,78.7 Years (95% C.I. 76.5 - 80.9 Years),ARAPAHOE,"Census Tract 807, Arapahoe County, Colorado",78.7,1.15,76.5,80.9,80.5
842,08005006808,83.2 Years (95% C.I. 79.6 - 86.8 Years),ARAPAHOE,"Census Tract 68.08, Arapahoe County, Colorado",83.2,1.83,79.6,86.8,80.5
843,08005084600,79.4 Years (95% C.I. 75 - 83.8 Years),ARAPAHOE,"Census Tract 846, Arapahoe County, Colorado",79.4,2.27,75,83.8,80.5
844,08005006711,81.3 Years (95% C.I. 78.2 - 84.4 Years),ARAPAHOE,"Census Tract 67.11, Arapahoe County, Colorado",81.3,1.6,78.2,84.4,80.5
845,08005006815,80 Years (95% C.I. 76.6 - 83.4 Years),ARAPAHOE,"Census Tract 68.15, Arapahoe County, Colorado",80,1.76,76.6,83.4,80.5
846,08005082600,75.4 Years (95% C.I. 71 - 79.8 Years),ARAPAHOE,"Census Tract 826, Arapahoe County, Colorado",75.4,2.24,71,79.8,80.5
847,08005080200,82.4 Years (95% C.I. 76.8 - 88 Years),ARAPAHOE,"Census Tract 802, Arapahoe County, Colorado",82.4,2.87,76.8,88,80.5
848,08041005111,79.7 Years (95% C.I. 71.9 - 87.5 Years),EL PASO,"Census Tract 51.11, El Paso County, Colorado",79.7,3.96,71.9,87.5,80.5
849,08041007101,81.2 Years (95% C.I. 76.2 - 86.2 Years),EL PASO,"Census Tract 71.01, El Paso County, Colorado",81.2,2.57,76.2,86.2,80.5
850,08041007201,81 Years (95% C.I. 77.8 - 84.2 Years),EL PASO,"Census Tract 72.01, El Paso County, Colorado",81,1.63,77.8,84.2,80.5
851,08041006901,80.3 Years (95% C.I. 76.2 - 84.4 Years),EL PASO,"Census Tract 69.01, El Paso County, Colorado",80.3,2.09,76.2,84.4,80.5
852,08041006302,76.5 Years (95% C.I. 69.1 - 83.9 Years),EL PASO,"Census Tract 63.02, El Paso County, Colorado",76.5,3.77,69.1,83.9,80.5
853,08041005110,77.6 Years (95% C.I. 73.1 - 82.1 Years),EL PASO,"Census Tract 51.10, El Paso County, Colorado",77.6,2.31,73.1,82.1,80.5
854,08041006801,79.5 Years (95% C.I. 77.2 - 81.8 Years),EL PASO,"Census Tract 68.01, El Paso County, Colorado",79.5,1.16,77.2,81.8,80.5
855,08041006802,84.6 Years (95% C.I. 77.4 - 91.8 Years),EL PASO,"Census Tract 68.02, El Paso County, Colorado",84.6,3.67,77.4,91.8,80.5
856,08041004511,77.2 Years (95% C.I. 74.8 - 79.6 Years),EL PASO,"Census Tract 45.11, El Paso County, Colorado",77.2,1.22,74.8,79.6,80.5
857,08041004602,76.8 Years (95% C.I. 74.2 - 79.4 Years),EL PASO,"Census Tract 46.02, El Paso County, Colorado",76.8,1.35,74.2,79.4,80.5
858,08041007601,81.4 Years (95% C.I. 77.8 - 85 Years),EL PASO,"Census Tract 76.01, El Paso County, Colorado",81.4,1.84,77.8,85,80.5
859,08041007602,79.2 Years (95% C.I. 75.3 - 83.1 Years),EL PASO,"Census Tract 76.02, El Paso County, Colorado",79.2,1.98,75.3,83.1,80.5
860,08041007202,85.7 Years (95% C.I. 80.3 - 91.1 Years),EL PASO,"Census Tract 72.02, El Paso County, Colorado",85.7,2.78,80.3,91.1,80.5
861,08041003307,81.8 Years (95% C.I. 77.7 - 85.9 Years),EL PASO,"Census Tract 33.07, El Paso County, Colorado",81.8,2.11,77.7,85.9,80.5
862,08041003400,82.3 Years (95% C.I. 77.9 - 86.7 Years),EL PASO,"Census Tract 34, El Paso County, Colorado",82.3,2.24,77.9,86.7,80.5
